iter	F1	Logloss
89	0.9851632047	0.1979927578
90	0.9851632047	0.1955918607
91	0.9851632047	0.1935758031
92	0.9851632047	0.1920648582
93	0.9851632047	0.1899235076
94	0.9851632047	0.1880059985
95	0.9851632047	0.1859352159
96	0.9851632047	0.18354051
97	0.9851632047	0.1816756947
98	0.9851632047	0.1797787039
99	0.9851632047	0.1779731597
100	0.9851632047	0.1764608126
101	0.9851632047	0.1747089614
102	0.9851632047	0.1729527558
103	0.9851632047	0.1712350125
104	0.9851632047	0.1698555524
105	0.9851632047	0.1681221417
106	0.9851632047	0.1663405942
107	0.9851632047	0.1649499291
108	0.9851632047	0.1637449845
109	0.9851632047	0.1624149999
110	0.9851632047	0.1608064194
111	0.9851632047	0.1593516694
112	0.9880952381	0.157838869
113	0.9880952381	0.1563879994
114	0.9880952381	0.1553282108
115	0.9880952381	0.1540147102
116	0.9851632047	0.1527523016
117	0.9880952381	0.151391354
118	0.9880952381	0.1500760798
119	0.9880952381	0.1487524726
120	0.9880952381	0.1474047289
121	0.9880952381	0.1461793518
122	0.9880952381	0.1449071745
123	0.9880952381	0.1437006885
124	0.9880952381	0.1424596892
125	0.9880952381	0.1413194347
126	0.9880952381	0.1402102586
127	0.9880952381	0.1392332705
128	0.9880952381	0.1382554919
129	0.9880952381	0.1373058863
130	0.9880952381	0.1360734861
131	0.9880952381	0.135030312
132	0.9880952381	0.1340874724
133	0.9880952381	0.1330001214
134	0.9880952381	0.1320340312
135	0.9880952381	0.1308502071
136	0.9880952381	0.1296703246
137	0.9880952381	0.1289267811
138	0.9880952381	0.1279505169
139	0.9880952381	0.1268664924
140	0.9880952381	0.1260933512
141	0.9880952381	0.1253747388
142	0.9880952381	0.1243499525
143	0.9880952381	0.1235280949
144	0.9880952381	0.1223155358
145	0.9880952381	0.1215138898
146	0.9880952381	0.1206268987
147	0.9880952381	0.1197896529
148	0.9880952381	0.1192078331
149	0.9880952381	0.1182106981
150	0.9880952381	0.1174015635
151	0.9880952381	0.1166666393
152	0.9880952381	0.1158032659
153	0.9880952381	0.115038935
154	0.9880952381	0.1144250404
155	0.9880952381	0.1135421003
156	0.9880952381	0.1128098165
157	0.9880952381	0.1120123608
158	0.9880952381	0.1113376425
159	0.9880952381	0.1106269336
160	0.9880952381	0.1098002008
161	0.9880952381	0.1092910882
162	0.9880952381	0.1085873401
163	0.9880952381	0.1078831817
164	0.9880952381	0.1070484897
165	0.9880952381	0.1063526019
166	0.9880952381	0.1056809522
167	0.9880952381	0.1049654749
168	0.9880952381	0.1043043492
169	0.9880952381	0.1035052826
170	0.9880952381	0.1029364559
171	0.9880952381	0.1023127034
172	0.9880952381	0.1013943679
173	0.9880952381	0.1007253965
174	0.9880952381	0.1002159267
175	0.9880952381	0.09953614866
176	0.9880952381	0.09889713088
177	0.9880952381	0.09831914691
178	0.9880952381	0.09764869799
179	0.9880952381	0.09701900256
180	0.9880952381	0.09643235225
181	0.9880952381	0.09568666162
182	0.9880952381	0.09499695388
183	0.9880952381	0.09441963096
184	0.9880952381	0.09381786226
185	0.9880952381	0.09332123375
186	0.9880952381	0.09288075159
187	0.9880952381	0.09215248419
188	0.9880952381	0.09170199785
189	0.9880952381	0.0911411933
190	0.9880952381	0.09068242605
191	0.9880952381	0.0901610001
192	0.9880952381	0.08952750221
193	0.9880952381	0.08911950731
194	0.9880952381	0.08847921351
195	0.9880952381	0.0877980384
196	0.9880952381	0.08718551157
197	0.9880952381	0.08657065342
198	0.9880952381	0.08615427562
199	0.9880952381	0.08571073508
200	0.9880952381	0.08516744885
201	0.9880952381	0.08451671163
202	0.9880952381	0.08420873384
203	0.9880952381	0.0837921902
204	0.9880952381	0.08323699262
205	0.9880952381	0.08285887674
206	0.9880952381	0.08247743562
207	0.9880952381	0.08194300914
208	0.9880952381	0.08146172953
209	0.9910979228	0.0810044608
210	0.9910979228	0.08070179513
211	0.9910979228	0.08025625169
212	0.9910979228	0.07982301322
213	0.9910979228	0.07945578635
214	0.9910979228	0.07901488149
215	0.9910979228	0.07861789091
216	0.9910979228	0.07838131926
217	0.9910979228	0.07797465197
218	0.9910979228	0.07762163027
219	0.9910979228	0.07717800974
220	0.9910979228	0.07673386962
221	0.9910979228	0.07618297187
222	0.9910979228	0.07588815149
223	0.9910979228	0.07553467903
224	0.9910979228	0.07510285879
225	0.9910979228	0.0747352757
226	0.9910979228	0.07440976302
227	0.9910979228	0.07394085587
228	0.9910979228	0.07357410584
229	0.9910979228	0.07320850344
230	0.9910979228	0.07287245177
231	0.9910979228	0.07257779771
232	0.9910979228	0.07220231217
233	0.9910979228	0.0718651397
234	0.9910979228	0.07141032674
235	0.9910979228	0.07113433104
236	0.9910979228	0.07070564116
237	0.9910979228	0.07019713755
238	0.9910979228	0.06989554764
239	0.9910979228	0.06953053352
240	0.9910979228	0.06920640357
241	0.9910979228	0.06896299183
242	0.9910979228	0.06868270846
243	0.9910979228	0.06827967249
244	0.9910979228	0.06793575834
245	0.9910979228	0.06755276648
246	0.9910979228	0.06723021562
247	0.9910979228	0.06688490078
248	0.9910979228	0.06667567864
249	0.9910979228	0.06636293245
250	0.9910979228	0.06596753035
251	0.9910979228	0.06547656656
252	0.9910979228	0.06507481545
253	0.9910979228	0.06483527791
254	0.9910979228	0.06464372946
255	0.9910979228	0.06435656861
256	0.9910979228	0.06402979858
257	0.9910979228	0.06370195527
258	0.9910979228	0.0633015482
259	0.9910979228	0.0629847278
260	0.9910979228	0.06275945892
261	0.9910979228	0.06250493997
262	0.9910979228	0.06217997028
263	0.9910979228	0.06186865567
264	0.9910979228	0.06168654315
265	0.9910979228	0.06148269571
266	0.9910979228	0.06123327046
267	0.9910979228	0.06099648204
268	0.9910979228	0.0606684584
269	0.9910979228	0.06028088456
270	0.9910979228	0.0599893678
271	0.9910979228	0.05972218277
272	0.9910979228	0.0595129245
273	0.9910979228	0.05926710716
274	0.9910979228	0.05895537691
275	0.9910979228	0.05879675736
276	0.9910979228	0.05849470356
277	0.9910979228	0.05824834281
278	0.9910979228	0.05804005681
279	0.9910979228	0.05783150623
280	0.9910979228	0.05765491008
281	0.9910979228	0.05740173368
282	0.9910979228	0.05721361402
283	0.9910979228	0.05689937819
284	0.9910979228	0.05659576974
285	0.9910979228	0.05637370182
286	0.9910979228	0.05614766595
287	0.9910979228	0.05586131124
288	0.9910979228	0.0556876045
289	0.9910979228	0.05542524021
290	0.9910979228	0.05511186894
291	0.9910979228	0.05492181291
292	0.9910979228	0.05470020587
293	0.9910979228	0.05445224208
294	0.9910979228	0.05419682119
295	0.9910979228	0.05400951658
296	0.9910979228	0.05385903769
297	0.9910979228	0.05361785127
298	0.9910979228	0.0534943831
299	0.9910979228	0.05327274445
300	0.9910979228	0.05302828631
301	0.9910979228	0.05275264614
302	0.9910979228	0.05250879879
303	0.9910979228	0.0522941661
304	0.9910979228	0.0521115586
305	0.9910979228	0.05197937076
306	0.9940828402	0.05172324513
307	0.9940828402	0.05157498102
308	0.9940828402	0.05131144816
309	0.9940828402	0.05103619065
310	0.9940828402	0.05084678596
311	0.9940828402	0.05058746782
312	0.9940828402	0.05035640991
313	0.9940828402	0.05019251445
314	0.9940828402	0.05006716007
315	0.9940828402	0.04993052875
316	0.9940828402	0.0496823687
317	0.9940828402	0.04957512271
318	0.9940828402	0.04942183174
319	0.9940828402	0.04924228643
320	0.9940828402	0.04908357442
321	0.9940828402	0.04884318661
322	0.9940828402	0.04867697816
323	0.9940828402	0.04851182852
324	0.9940828402	0.04836022625
325	0.9940828402	0.04808673418
326	0.9940828402	0.04800200719
327	0.9940828402	0.04775859771
328	0.9940828402	0.04755987638
329	0.9940828402	0.04742107067
330	0.9940828402	0.04725332916
331	0.9940828402	0.04705706632
332	0.9940828402	0.04688643279
333	0.9940828402	0.04672974573
334	0.9940828402	0.0466085705
335	0.9940828402	0.04641936341
336	0.9940828402	0.04625391361
337	0.9940828402	0.04613616013
338	0.9940828402	0.0459995778
339	0.9940828402	0.04584305755
340	0.9940828402	0.04567328455
341	0.9940828402	0.04553922971
342	0.9940828402	0.0453513446
343	0.9940828402	0.04517404478
344	0.9940828402	0.04502307143
345	0.9940828402	0.04483711403
346	0.9940828402	0.04464423047
347	0.9940828402	0.04455979692
348	0.9940828402	0.04440660985
349	0.9940828402	0.04429895127
350	0.9940828402	0.04414596524
351	0.9940828402	0.04396628005
352	0.9940828402	0.04379237389
353	0.9940828402	0.04363988196
354	0.9940828402	0.04349509255
355	0.9940828402	0.04327977578
356	0.9940828402	0.04312659527
357	0.9940828402	0.0430018138
358	0.9940828402	0.04285948479
359	0.9940828402	0.04270435102
360	0.9940828402	0.04251287094
361	0.9940828402	0.04229906479
362	0.9940828402	0.04214332105
363	0.9940828402	0.04197955609
364	0.9940828402	0.04181776953
365	0.9940828402	0.04167269045
366	0.9940828402	0.04148711552
367	0.9940828402	0.04127993798
368	0.9940828402	0.04119461482
369	0.9940828402	0.0411031528
370	0.9940828402	0.04091575019
371	0.9940828402	0.04077336382
372	0.9940828402	0.04063648309
373	0.9940828402	0.04050810517
374	0.9940828402	0.04039680939
375	0.9940828402	0.04023296929
376	0.9940828402	0.04009115533
377	0.9940828402	0.03996112039
378	0.9940828402	0.03987050085
379	0.9940828402	0.03969093898
380	0.9940828402	0.03954658384
381	0.9940828402	0.03941745806
382	0.9940828402	0.03922664121
383	0.9940828402	0.03913215821
384	0.9940828402	0.0390502686
385	0.9940828402	0.03895881371
386	0.9940828402	0.03879576224
387	0.9940828402	0.03864884495
388	0.9940828402	0.0385112996
389	0.9940828402	0.03839880522
390	0.9940828402	0.03827459158
391	0.9940828402	0.03812235279
392	0.9940828402	0.03803100389
393	0.9940828402	0.03792698043
394	0.9940828402	0.03781321961
395	0.9940828402	0.03769889188
396	0.9940828402	0.03760903239
397	0.9940828402	0.03752810208
398	0.9940828402	0.03739780461
399	0.9940828402	0.03726775095
400	0.9940828402	0.03713703682
401	0.9940828402	0.03703813008
402	0.9940828402	0.03694087444
403	0.9940828402	0.03681155624
404	0.9940828402	0.03672200447
405	0.9940828402	0.03664317231
406	0.9940828402	0.03648436345
407	0.9940828402	0.03639069285
408	0.9940828402	0.03623714953
409	0.9940828402	0.03616707889
410	0.9940828402	0.03598868057
411	0.9940828402	0.03585054204
412	0.9940828402	0.03571796558
413	0.9940828402	0.03562622866
414	0.9940828402	0.03551186746
415	0.9970501475	0.03539679993
416	0.9970501475	0.03528684846
417	0.9970501475	0.03516737444
418	0.9970501475	0.03515446939
419	0.9970501475	0.03504249024
420	0.9970501475	0.03491131199
421	0.9970501475	0.03484214752
422	0.9970501475	0.03472736804
423	0.9970501475	0.03464104332
424	0.9970501475	0.03455398073
425	0.9970501475	0.03446242902
426	0.9970501475	0.03436585775
427	0.9970501475	0.03426722981
428	0.9970501475	0.03417262842
429	0.9970501475	0.03404586298
430	0.9970501475	0.03391103495
431	0.9970501475	0.03382553163
432	0.9970501475	0.03374583083
433	0.9970501475	0.03366519635
434	0.9970501475	0.03359800724
435	0.9970501475	0.0335072989
436	0.9970501475	0.03343645579
437	0.9970501475	0.03333835385
438	0.9970501475	0.03325118583
439	0.9970501475	0.03312811756
440	0.9970501475	0.03303681497
441	0.9970501475	0.03293810097
442	0.9970501475	0.03286864097
443	0.9970501475	0.03275335074
444	0.9970501475	0.03262418953
445	0.9970501475	0.03255088913
446	0.9970501475	0.03244337507
447	0.9970501475	0.03234742803
448	0.9970501475	0.03225647056
449	0.9970501475	0.03216544223
450	0.9970501475	0.03207394381
451	0.9970501475	0.03196379743
452	1	0.03185283389
453	1	0.0317641005
454	1	0.03166272913
455	1	0.03159589549
456	1	0.03149257602
457	1	0.03138611198
458	1	0.03132212153
459	1	0.03123488707
460	1	0.03116666525
461	1	0.03106724901
462	1	0.03094741186
463	1	0.03086628875
464	1	0.03074955749
465	1	0.03068413557
466	1	0.030594105
467	1	0.03048150709
468	1	0.03040769374
469	1	0.03033153989
470	1	0.03024305029
471	1	0.03016463924
472	1	0.03005657529
473	1	0.02994844701
474	1	0.0299062128
475	1	0.02981932734
476	1	0.02975180865
477	1	0.02966013674
478	1	0.02956980277
479	1	0.02950042595
480	1	0.02944027789
481	1	0.02933013249
482	1	0.02926219317
483	1	0.02916237596
484	1	0.02911608699
485	1	0.02902748447
486	1	0.02894408665
487	1	0.02882881246
488	1	0.02873695319
489	1	0.02870206879
490	1	0.02865689055
491	1	0.02858551572
492	1	0.02853011876
493	1	0.02845972811
494	1	0.0283675887
495	1	0.02831746295
496	1	0.02827153161
497	1	0.02816866003
498	1	0.02809174521
499	1	0.0280121546
500	1	0.0278904784
501	1	0.02781797166
502	1	0.02776552573
503	1	0.02768700961
504	1	0.02760558465
505	1	0.02753898004
506	1	0.02746266619
507	1	0.02737616563
508	1	0.02732231183
509	1	0.02724162628
510	1	0.02713697583
511	1	0.02708818389
512	1	0.02699425593
513	1	0.0269169398
514	1	0.02685776022
515	1	0.02677353284
516	1	0.02669217292
517	1	0.02661547821
518	1	0.02651686956
519	1	0.02647029261
520	1	0.02639731425
521	1	0.02633800015
522	1	0.02627556404
523	1	0.026201174
524	1	0.02613167271
525	1	0.02607659301
526	1	0.02603275217
527	1	0.02595325108
528	1	0.02588679345
529	1	0.02580591388
530	1	0.02576191321
531	1	0.02571798042
532	1	0.0256685836
533	1	0.02557668683
534	1	0.02550077693
535	1	0.02546076866
536	1	0.02541656246
537	1	0.02533285543
538	1	0.02527202191
539	1	0.02525509674
540	1	0.02520594097
541	1	0.02514742488
542	1	0.02507925774
543	1	0.02500178993
544	1	0.02492024223
545	1	0.02487780782
546	1	0.02481370304
547	1	0.02475185395
548	1	0.02467215326
549	1	0.024618692
550	1	0.02455464219
551	1	0.02445677229
552	1	0.02440342825
553	1	0.0243511732
554	1	0.0243330348
555	1	0.02427689003
556	1	0.02422072676
557	1	0.02418903684
558	1	0.02413601256
559	1	0.02407077882
560	1	0.02401455549
561	1	0.02391341748
562	1	0.02387024637
563	1	0.023819858
564	1	0.02375580569
565	1	0.02371094261
566	1	0.02366202835
567	1	0.02358817394
568	1	0.02353049128
569	1	0.02345831362
570	1	0.02337464124
571	1	0.02331596083
572	1	0.0232237947
573	1	0.02316853153
574	1	0.02311949408
575	1	0.02302866961
576	1	0.02297563245
577	1	0.02295930482
578	1	0.02289519277
579	1	0.02286281045
580	1	0.02281260645
581	1	0.02276353556
582	1	0.0227164573
583	1	0.02270094442
584	1	0.02263105197
585	1	0.02255027614
586	1	0.02250265274
587	1	0.02243414367
588	1	0.02236759847
589	1	0.0223314326
590	1	0.02228735264
591	1	0.02222415508
592	1	0.02216335575
593	1	0.02212309092
594	1	0.02206453687
595	1	0.0220002951
596	1	0.0219700151
597	1	0.02190822278
598	1	0.0218494963
599	1	0.02180498356
600	1	0.02174580587
601	1	0.02168966206
602	1	0.02163610437
603	1	0.02157522169
604	1	0.02153732258
605	1	0.0214997277
606	1	0.02144425933
607	1	0.02137482617
608	1	0.02131965243
609	1	0.02127001153
610	1	0.0212086123
611	1	0.02114166643
612	1	0.02108461021
613	1	0.02103873194
614	1	0.02098578243
615	1	0.02093169851
616	1	0.02089543876
617	1	0.02083549862
618	1	0.02077922709
619	1	0.02072277589
620	1	0.02069296181
621	1	0.02065683088
622	1	0.02062150374
623	1	0.0205476341
624	1	0.02049331962
625	1	0.02045405862
626	1	0.02041769033
627	1	0.02036145937
628	1	0.02033276607
629	1	0.02028481812
630	1	0.02023849592
631	1	0.02019776238
632	1	0.02015134504
633	1	0.02011138037
634	1	0.0200625316
635	1	0.02001072633
636	1	0.01996771125
637	1	0.0199163481
638	1	0.01985623866
639	1	0.01982648395
640	1	0.01981469429
641	1	0.01978594271
642	1	0.01975956136
643	1	0.0196910608
644	1	0.01962616209
645	1	0.01959956992
646	1	0.01956634702
647	1	0.01952959095
648	1	0.01948699534
649	1	0.01943581392
650	1	0.01939112803
651	1	0.0193750409
652	1	0.01932933758
653	1	0.01928146464
654	1	0.01923794715
655	1	0.01920374308
656	1	0.01915613244
657	1	0.01912226375
658	1	0.01906811124
659	1	0.01903210557
660	1	0.018987693
661	1	0.01893559097
662	1	0.01889633568
663	1	0.0188499224
664	1	0.01880280261
665	1	0.01874901198
666	1	0.01868853733
667	1	0.01864249867
668	1	0.01859678894
669	1	0.01856370892
670	1	0.01855692494
671	1	0.0184985994
672	1	0.0184152609
673	1	0.01832634228
674	1	0.01827458025
675	1	0.01822435948
676	1	0.0181721752
677	1	0.01814616356
678	1	0.01811432455
679	1	0.01808591782
680	1	0.01806684175
681	1	0.01804514248
682	1	0.01800280817
683	1	0.01795788927
684	1	0.01791114389
685	1	0.01789098143
686	1	0.01783421574
687	1	0.01778542085
688	1	0.01774848342
689	1	0.01773413372
690	1	0.01768229812
691	1	0.0176372411
692	1	0.01760253045
693	1	0.01757441788
694	1	0.01753360139
695	1	0.01750243309
696	1	0.01746849803
697	1	0.01743013087
698	1	0.01736452207
699	1	0.01733598097
700	1	0.01730065851
701	1	0.01726352001
702	1	0.01723914212
703	1	0.01719209837
704	1	0.01718442636
705	1	0.01714746683
706	1	0.01710679213
707	1	0.01708545873
708	1	0.01705929835
709	1	0.01702195382
710	1	0.0170085781
711	1	0.01698411858
712	1	0.01694920528
713	1	0.01691853514
714	1	0.01688813163
715	1	0.01686295211
716	1	0.01682497157
717	1	0.01679680626
718	1	0.01674163174
719	1	0.0167122452
720	1	0.01667816648
721	1	0.01664722845
722	1	0.01661795443
723	1	0.0165999067
724	1	0.01655931958
725	1	0.01652539483
726	1	0.01648529105
727	1	0.01645977197
728	1	0.01643552706
729	1	0.01639099679
730	1	0.01637292696
731	1	0.01634318882
732	1	0.01631054015
733	1	0.01629773428
734	1	0.01625982459
735	1	0.01624036975
736	1	0.01622816111
737	1	0.01620753868
738	1	0.01616573664
739	1	0.01612147432
740	1	0.01609178368
741	1	0.01605906701
742	1	0.01602985598
743	1	0.01599271794
744	1	0.01595040451
745	1	0.01590717981
746	1	0.01587300962
747	1	0.01586631359
748	1	0.01581259065
749	1	0.01577630181
750	1	0.01574594984
751	1	0.01571423007
752	1	0.01566906395
753	1	0.01563714684
754	1	0.01562047106
755	1	0.0155930681
756	1	0.01553770581
757	1	0.01552982477
758	1	0.0155029219
759	1	0.01547297728
760	1	0.01547076188
761	1	0.01544293093
762	1	0.015435505
763	1	0.01541738953
764	1	0.01537702624
765	1	0.01533709501
766	1	0.01530687693
767	1	0.01527577924
768	1	0.01525592389
769	1	0.0152096388
770	1	0.01518432303
771	1	0.01514078109
772	1	0.01511304813
773	1	0.01508280129
774	1	0.01505339
775	1	0.01504088941
776	1	0.01501525925
777	1	0.01495952536
778	1	0.01492135394
779	1	0.01490551027
780	1	0.01486914721
781	1	0.01484087421
782	1	0.01482619913
783	1	0.01478845027
784	1	0.01474639096
785	1	0.01472696124
786	1	0.01468608728
787	1	0.01465494045
788	1	0.01463349431
789	1	0.01460709443
790	1	0.01458022849
791	1	0.01454699157
792	1	0.01452964676
793	1	0.01450206165
794	1	0.01447313009
795	1	0.01444650362
796	1	0.01441630804
797	1	0.01440555608
798	1	0.01437377114
799	1	0.01434650501
800	1	0.01432737214
801	1	0.01429522674
802	1	0.0142643829
803	1	0.01422258515
804	1	0.01420198469
805	1	0.01417255491
806	1	0.0141577022
807	1	0.01412484705
808	1	0.01411286757
809	1	0.01409084688
810	1	0.01407104511
811	1	0.01405102667
812	1	0.01401226395
813	1	0.01398571539
814	1	0.01396525105
815	1	0.01394718077
816	1	0.01392364239
817	1	0.01389328757
818	1	0.0138800587
819	1	0.01384595639
820	1	0.01381735347
821	1	0.01380054982
822	1	0.01379609879
823	1	0.01377176897
824	1	0.01374510453
825	1	0.01372754333
826	1	0.01370511362
827	1	0.01366672173
828	1	0.01363895756
829	1	0.01362525939
830	1	0.0135994845
831	1	0.01357700954
832	1	0.01356011785
833	1	0.01354542508
834	1	0.01353378161
835	1	0.01351734956
836	1	0.01349259627
837	1	0.01345555023
838	1	0.01342642579
839	1	0.01339884086
840	1	0.01337417459
841	1	0.01335036624
842	1	0.01331154629
843	1	0.0132800981
844	1	0.01327796685
845	1	0.01325582085
846	1	0.01322419463
847	1	0.01321859384
848	1	0.01319190174
849	1	0.01316964435
850	1	0.01315811727
851	1	0.01314489371
852	1	0.01310930451
853	1	0.01310047412
854	1	0.01309032724
855	1	0.01306189398
856	1	0.01303334602
857	1	0.01301060688
858	1	0.01298769665
859	1	0.01294792264
860	1	0.01294609296
861	1	0.01292994971
862	1	0.01289685585
863	1	0.01287108566
864	1	0.0128313597
865	1	0.01280674964
866	1	0.01277638226
867	1	0.01275991274
868	1	0.01273210822
869	1	0.01269634968
870	1	0.01268688978
871	1	0.01265426852
872	1	0.01264501283
873	1	0.0126321672
874	1	0.0126063087
875	1	0.01257614997
876	1	0.01254297202
877	1	0.01252254504
878	1	0.01251805166
879	1	0.01250058225
880	1	0.01249227275
881	1	0.01246902116
882	1	0.01244379632
883	1	0.0124332813
884	1	0.01242587952
885	1	0.01240629863
886	1	0.01237840148
887	1	0.01235293208
888	1	0.0123463645
889	1	0.01232443508
890	1	0.01231489034
891	1	0.01228519159
892	1	0.0122627524
893	1	0.01225240107
894	1	0.01223306886
895	1	0.01222532242
896	1	0.01221298417
897	1	0.01218376234
898	1	0.0121530999
899	1	0.01214407396
900	1	0.01211758704
901	1	0.01209714372
902	1	0.01206466469
903	1	0.01204539728
904	1	0.01202502771
905	1	0.01201884801
906	1	0.01199979954
907	1	0.01198001541
908	1	0.01196418445
909	1	0.01196053534
910	1	0.01193483434
911	1	0.01193269016
912	1	0.01189509213
913	1	0.01188374031
914	1	0.01188174842
915	1	0.01185710262
916	1	0.01185131295
917	1	0.01184977795
918	1	0.01182969067
919	1	0.01182139587
920	1	0.01181711987
921	1	0.01180390097
922	1	0.01179262701
923	1	0.01177688813
924	1	0.0117491453
925	1	0.01174739086
926	1	0.01174443436
927	1	0.01173741599
928	1	0.01173514714
929	1	0.0117193756
930	1	0.01169103169
931	1	0.01168848115
932	1	0.01166717573
933	1	0.01163661082
934	1	0.01162227361
935	1	0.01160998966
936	1	0.01158834097
937	1	0.0115841466
938	1	0.01156203297
939	1	0.01154403163
940	1	0.01152617449
941	1	0.01151548505
942	1	0.01149117182
943	1	0.01148945077
944	1	0.01148666775
945	1	0.01146284299
946	1	0.01144166836
947	1	0.01143074223
948	1	0.0114265936
949	1	0.01142481665
950	1	0.01140477781
951	1	0.0114039548
952	1	0.0114027324
953	1	0.01139016433
954	1	0.01138813431
955	1	0.01136986219
956	1	0.0113526476
957	1	0.01134983818
958	1	0.01133098142
959	1	0.01130197453
960	1	0.01128505936
961	1	0.01126238838
962	1	0.01125802772
963	1	0.01125662207
964	1	0.01124136313
965	1	0.01121051429
966	1	0.01120942968
967	1	0.01120298672
968	1	0.01120076413
969	1	0.01119404479
970	1	0.01119248797
971	1	0.0111894965
972	1	0.01116626931
973	1	0.01116530641
974	1	0.01114752346
975	1	0.01112211693
976	1	0.01112097792
977	1	0.01108798179
978	1	0.01108239796
979	1	0.01105954625
980	1	0.01105629082
981	1	0.01103218421
982	1	0.01100536805
983	1	0.01100429919
984	1	0.01099689994
985	1	0.01096818421
986	1	0.01095519525
987	1	0.01094267387
988	1	0.01093802409
989	1	0.01092640954
990	1	0.01090374313
991	1	0.01088463412
992	1	0.01087930728
993	1	0.01087654655
994	1	0.01087542087
995	1	0.01086432815
996	1	0.01084194821
997	1	0.01083192938
998	1	0.01082034508
999	1	0.01080583252
